SPAIN,https://en.wikipedia.org/wiki/2019%E2%80%9320_La_Liga
ENGLAND,https://en.wikipedia.org/wiki/2019%E2%80%9320_Premier_League
GERMANY,https://en.wikipedia.org/wiki/2019%E2%80%9320_Bundesliga
ITALY,https://en.wikipedia.org/wiki/2019%E2%80%9320_Serie_A
FRANCE,https://en.wikipedia.org/wiki/2019%E2%80%9320_Ligue_1
PORTUGAL,https://en.wikipedia.org/wiki/2019%E2%80%9320_Primeira_Liga
RUSSIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Russian_Premier_League
BELGIUM,https://en.wikipedia.org/wiki/2019%E2%80%9320_Belgian_First_Division_A
UKRAINE,https://en.wikipedia.org/wiki/2019%E2%80%9320_Ukrainian_Premier_League
NETHERLANDS,https://en.wikipedia.org/wiki/2019%E2%80%9320_Eredivisie
TURKEY,https://en.wikipedia.org/wiki/2019%E2%80%9320_S%C3%BCper_Lig
AUSTRIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Austrian_Football_Bundesliga
DENMARK,https://en.wikipedia.org/wiki/2019%E2%80%9320_Danish_Superliga
SCOTLAND,https://en.wikipedia.org/wiki/2019%E2%80%9320_Scottish_Premiership
CZECH REPUBLIC,https://en.wikipedia.org/wiki/2019%E2%80%9320_Czech_First_League
CYPRUS,https://en.wikipedia.org/wiki/2019%E2%80%9320_Cypriot_First_Division
SWITZERLAND,https://en.wikipedia.org/wiki/2019%E2%80%9320_Swiss_Super_League
GREECE,https://en.wikipedia.org/wiki/2019%E2%80%9320_Super_League_Greece
SERBIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Serbian_SuperLiga
CROATIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Croatian_First_Football_League
SWEDEN,https://en.wikipedia.org/wiki/2019_Allsvenskan
ISRAEL,https://en.wikipedia.org/wiki/2019%E2%80%9320_Israeli_Premier_League
NORWAY,https://en.wikipedia.org/wiki/2019_Eliteserien
HUNGARY,https://en.wikipedia.org/wiki/2019%E2%80%9320_Nemzeti_Bajnoks%C3%A1g_I
BRAZIL,https://en.wikipedia.org/wiki/2019_Campeonato_Brasileiro_S%C3%A9rie_A
URUGUAY,https://en.wikipedia.org/wiki/2019_Uruguayan_Primera_Divisi%C3%B3n_season
ARGENTINA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Argentine_Primera_Divisi%C3%B3n
COLOMBIA,https://en.wikipedia.org/wiki/2019_Categor%C3%ADa_Primera_A_season
MEXICO,https://en.wikipedia.org/wiki/2019%E2%80%9320_Liga_MX_season
CHILE,https://en.wikipedia.org/wiki/2019_Chilean_Primera_Divisi%C3%B3n
PERU,https://en.wikipedia.org/wiki/2019_Liga_1_(Peru)
USA,https://en.wikipedia.org/wiki/2019_Major_League_Soccer_season
CHINA,https://en.wikipedia.org/wiki/2019_Chinese_Super_League
JAPAN,https://en.wikipedia.org/wiki/2019_in_Japanese_football
SOUTH KOREA,https://en.wikipedia.org/wiki/2019_K_League_1
QATAR,https://en.wikipedia.org/wiki/2019%E2%80%9320_Qatar_Stars_League
SAUDI ARABIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Saudi_Professional_League
AUSTRALIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_A-League
INDIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Indian_Super_League_season
EGYPT,https://en.wikipedia.org/wiki/2019%E2%80%9320_Egyptian_Premier_League
TUNISIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Tunisian_Ligue_Professionnelle_1
ALGERIA,https://en.wikipedia.org/wiki/2019%E2%80%9320_in_Algerian_football
GHANA,https://en.wikipedia.org/wiki/2019%E2%80%9320_Ghana_Premier_League